Compound_ID,Name,ChineseName,IonMode,Formula,MolecularWeight,m/z,MassError,Adduct,RT (min),Score,Level,Column,ClassI,ClassI_(Chinese),ClassII,ClassII_(Chinese),ClassIII,ClassIII_(Chinese),CAS,HMDB_ID,SuperClass(HMDB),Class(HMDB),SubClass(HMDB),Other_name(KEGG_name),KEGG,KEGG_MapID,Lipidmaps_ID,CATEGORY(Lipidmaps),MAIN_CLASS(Lipidmaps),SUB_CLASS(Lipidmaps),PubChemID,SMILES,InChIKey,PGF1,PGF2,PGF3,PGFM1,PGFM2,PGFM3,HSF1,HSF2,HSF3,HSM1,HSM2,HSM3,LSF1,LSF2,LSF3,LSM1,LSM2,LSM3,YJF1,YJF2,YJF3,YJM1,YJM2,YJM3,SJF1,SJF2,SJF3,SJM1,SJM2,SJM3,SHTF1,SHTF2,SHTF3,SHTM1,SHTM2,SHTM3,XSF1,XSF2,XSF3,XSM1,XSM2,XSM3,YSF1,YSF2,YSF3,YSM1,YSM2,YSM3,PG.aver,HS.aver,LS.aver,YJ.aver,SJ.aver,SHT.aver,XS.aver,YS.aver,P-value
Com_1169_neg,gamma-Glutamyllysine,_,N,C11H21N3O5,275.14812,274.14074,0.30041,[M-H]-,5.231,_,3,C18,Organic acids and derivatives,有机酸及其衍生物,Carboxylic acids and derivatives,羧酸及其衍生物,"Amino acids, peptides, and analogues",氨基酸、肽和类似物,5978-23-4,HMDB0029154,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",_,_,_,_,_,_,_,65254,NCCCC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(O)=O,LNLLNTMHVMIMOG-YUMQZZPRSA-N,12574026.88,13522073.8,9575792.729,8250349.297,8905985.224,12887318.01,19413339.24,13095590.87,5836825.817,74872.11827,4906284.679,4761488.956,11940840.88,6718575.122,19233759.07,8667889.237,7550928.321,4883136.53,1827584.97,3970346.398,4273519.26,1613689.346,2548193.358,172564.1098,7427842.028,2518084.726,7856712.737,4815172.847,1420562.606,4832636.507,2976228.575,4930505.148,5570952.621,6158741.182,1507879.483,2574862.071,3165448.599,2721111.696,1576364.281,635823.3264,1258953.044,516492.5765,4497350.885,4730011.047,3379618.844,5645093.859,7792953.319,52140167.56,10952590.99,8014733.614,9832521.527,2400982.907,4811835.242,3953194.847,1645698.92,13030865.92,0.0056677
Com_2125_neg,Hesperetin 7-glucoside,_,N,C22H24O11,464.13186,463.1253,1.59748,[M-H]-,5.899,_,3,C18,Lipids and lipid-like molecules,脂质和类脂分子,Prenol lipids,异戊烯醇脂,Sesquiterpenoids,倍半萜类,2500-68-7,HMDB0030747,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,_,_,_,_,_,_,_,20111686,COC1=C(O)C=C(C=C1)C1CC(=O)C2=C(O)C=C(OC3OC(CO)C(O)C(O)C3O)C=C2O1,ADSYMQORONDIDD-UHFFFAOYSA-N,698682.9914,253743.9338,2642446.478,111728.4035,869535.8547,25684.98937,244896.6577,639651.5078,78028.34064,3914728.147,471913.3682,912207.0483,223880.398,503597.1479,858080.7621,289374.9069,2888739.705,809570.9821,1060972.369,167099.7371,193634.3188,38444.6405,11478375.49,209284.183,944727.6192,411543.3261,521861.4259,477510.4332,348181.5453,266567.4899,175820.5785,203535.818,1878124.632,6227855.227,111587.5,162765.9048,334491.4662,786568.212,1090551.465,278358.3666,1379717.706,113743.4682,81634.13292,1357535.817,4913227.078,372466.2952,126570.5576,80679.08579,766970.4417,1043570.845,928873.9837,2191301.789,495065.3066,1459948.277,663905.114,1155352.161,0.99395
Com_2460_neg,"LysoPC(22:5(7Z,10Z,13Z,16Z,19Z)/0:0)","溶血磷脂酰胆碱(22:5(7Z,10Z,13Z,16Z,19Z)/0:0)",N,C30H52NO7P,569.34814,568.34091,0.11892,[M-H]-,9.065,_,3,C18,Lipids and lipid-like molecules,脂质和类脂分子,Glycerophospholipids,甘油磷脂,Glycerophosphocholines,甘油磷酸胆碱,-,HMDB0010403,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,1-Acyl-sn-glycero-3-phosphocholine; 1-Acyl-sn-glycerol-3-phosphocholine; alpha-Acylglycerophosphocholine; 2-Lysolecithin; 2-Lysophosphatidylcholine; 1-Acylglycerophosphocholine,C04230,map00564;map05231,LMGP01050143,Glycerophospholipids [GP],Glycerophosphocholines [GP01],Monoacylglycerophosphocholines [GP0105],53480475,CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCCCC(=O)OC[C@](O)([H])COP([O-])(=O)OCC[N+](C)(C)C,BIEOSECQPGGZMF-NAIWXXGBSA-N,667975.6191,1867324.257,987285.1195,1000954.242,750912.7598,1003179.202,667718.5239,1318554.062,1398365.937,3183105.24,344652.8825,69785.48006,270765.7296,135650.3813,361690.8061,636732.0182,1058534.975,96808.95172,1538334.438,668148.0651,971282.2346,272055.8382,504140.3747,2533194.336,1673765.331,1546673.994,1933818.743,1085261.871,1162976.715,1152446.772,697849.5094,1260250.496,327827.9102,946102.4852,1383411.943,1098765.321,1207160.739,310578.5743,1077482.282,1279594.85,1847751.491,429387.6855,813289.3174,285755.7238,281778.3291,807165.1229,526871.4461,261932.5501,1046271.867,1163697.021,426697.1437,1081192.548,1425823.905,952367.9443,1025325.937,496132.0816,0.036564
Com_2040_neg,Crosatoside B,_,N,C20H30O11,446.17881,445.17178,0.60669,[M-H]-,5.638,_,3,C18,Organic oxygen compounds,有机氧化合物,Organooxygen compounds,有机氧化合物,Carbohydrates and carbohydrate conjugates,碳水化合物和碳水化合物结合物,139742-28-2,HMDB0039253,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,_,_,_,_,_,_,_,131752590,CC1OC(OC2C(O)C(O)C(CO)OC2OCCC2=CC=C(O)C=C2)C(O)C(O)C1O,BMZAMCOQJLZXCY-UHFFFAOYSA-N,858186.4152,1238166.875,25505173.99,83698.74163,151535.3445,435545.8149,127769.5378,79670.0997,223107.7429,62073.2152,63131.72356,99226.32081,90920465.93,281442.4754,6537895.214,48935.07795,2478655.405,2953758.692,4275456.264,220658353.2,442791199.2,519408509.1,32770118.92,5119504.557,12590491.31,187564.3053,65866.28502,518362.6816,2653599.232,577406.5108,1216070.468,814307.3715,15509971.13,382052.1016,453804.6793,51679.88252,581896861.3,8275466.415,738940942.6,19199737.28,54079920.48,2233581.393,5356445.38,369962.9867,5342609.139,4308317.146,52945.2582,66627.33564,4712051.196,109163.1067,17203525.47,204170523.5,2765548.387,3071314.273,234104418.3,2582817.874,0.000016215
Com_1028_neg,Etridiazole,氯唑灵,N,C5H5Cl3N2OS,245.91882,244.91075,3.12389,[M-H]-,1.279,_,3,C18,Organic oxygen compounds,有机氧化合物,Organooxygen compounds,有机氧化合物,Ethers,醚类,2593-15-9,HMDB0252123,Organic oxygen compounds,Organooxygen compounds,Ethers,Echlomezole; Etridiazole,C18460,_,_,_,_,_,17432,CCOC1=NC(=NS1)C(Cl)(Cl)Cl,KQTVWCSONPJJPE-UHFFFAOYSA-N,456169.3009,374880.1078,130673.7316,550861.1453,179002.2932,298636.9824,393080.9981,1436121.816,1224716.533,2530817.222,55954.58174,90655.9872,130106.291,543703.34,729513.3239,205770.9502,511908.0431,57321.58493,896462.8368,2852866.123,308191.5561,198491.581,57536.91222,1150811.063,385078.629,196378.1393,774392.7118,152139.0237,957425.744,458737.2652,64659.045,25640.34551,249421.8973,246978.3223,307738.2289,166295.6127,906166.4331,50961.23635,246848.1582,354923.1619,526026.4474,161830.695,986482.2279,89549.12075,863892.5687,172004.1942,104085.8931,150000.5776,331703.9269,955224.523,363053.9222,910726.6786,487358.5855,176788.9086,374459.3553,394335.7637,0.52772
Com_2920_neg,PIP(20:0/5-iso PGF2VI),甘油磷酸肌醇P(20:0/5-iso PGF2VI),N,C47H86O19P2,1016.52386,1015.50641,9.99222,[M-H]-,5.754,_,3,C18,_,_,_,_,_,_,-,HMDB0279496,_,_,_,_,_,_,_,_,_,_,_,CCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H]1COP(O)(=O)O[C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@H](C\C=C/CC(=O)O1)[C@@H](O)C[C@@H](O)[C@H](\C=C/[C@H](O)CCCCC)[C@@H](O)[C@H]2OP(O)(O)=O,WNTJJGCZBSVBTI-AHLWAVODSA-N,498757.819,380385.7693,92517.14134,1434686.361,338680.5985,229182.9751,95185.4784,641946.3444,2359421.249,3145988.324,2500114.144,968568.6384,2513017.432,649866.3099,134327.2266,1369516.682,1988039.18,190933.7952,1457317.973,1313179.687,1698428.714,4975466.123,1000865.697,2769639.795,5796068.6,4465139.033,208290.3265,1623803.661,4211278.401,3462137.078,677037.4781,971652.8574,2562306.079,659693.938,1511833.498,864232.6347,3616342.009,2758088.481,1732106.55,546245.7788,1326575.907,244747.6881,3508227.759,2506781.361,2071024.808,662425.7547,1428850.322,637310.4616,495701.7774,1618537.363,1140950.104,2202482.998,3294452.85,1207792.747,1704017.736,1802436.744,0.062859
Com_1502_neg,"1,10-Bis(carboxymethylthio)decane",_,N,C14H26O4S2,322.12725,321.11941,1.66686,[M-H]-,4.967,_,3,C18,Organic acids and derivatives,有机酸及其衍生物,Carboxylic acids and derivatives,羧酸及其衍生物,Dicarboxylic acids and derivatives,二元酸及其衍生物,-,HMDB0244052,Organic acids and derivatives,Carboxylic acids and derivatives,Dicarboxylic acids and derivatives,_,_,_,_,_,_,_,161757,OC(=O)CSCCCCCCCCCCSCC(O)=O,YGPHOWJPGUHNSY-UHFFFAOYSA-N,2029003.48,2288143.158,1513460.841,1839450.389,846047.9744,859004.5675,384339.813,577307.7016,1112335.72,110898.6919,942498.9982,1180619.113,31795922.28,28494124.46,91842170.01,18679309.15,68422289.38,12294546.12,1864111.937,208159.8956,375561.4942,2082306.224,9158273.363,1782412.787,292383.5756,358374.0446,43456.78495,178770.9702,411483.269,767653.1763,949370.7878,2013422.48,66915870.34,2161164.213,540254.6995,661606.1658,1044484.918,94306991.54,1126976.771,779770.9953,804973.4424,222101.7614,2544588.405,1905521.904,12692354.98,62708.85974,2044874.017,50532.07772,1562518.402,718000.0064,41921393.57,2578470.95,342020.3034,12206948.11,16380883.24,3216763.374,0.00011438
Com_1258_neg,N-Succinyl-2-amino-6-ketopimelate,N-琥珀酰-2-氨基-6-酮庚二酸酯,N,C11H15NO8,289.07977,288.07253,0.20318,[M-H]-,5.008,_,3,C18,Organic acids and derivatives,有机酸及其衍生物,Carboxylic acids and derivatives,羧酸及其衍生物,"Amino acids, peptides, and analogues",氨基酸、肽和类似物,-,HMDB0012266,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",N-Succinyl-2-L-amino-6-oxoheptanedioate; N-Succinyl-L-2-amino-6-oxoheptanedioate; N-Succinyl-L-2-amino-6-oxopimelate; N-Succinyl-2-amino-6-oxo-L-pimelic acid; N-Succinyl-epsilon-keto-L-aminopimelic acid; (S)-2-(Succinylamino)-6-oxoheptanedioate,C04462,map00300;map01100;map01120;map01230,_,_,_,_,440349,OC(=O)CCC(=O)N[C@@H](CCCC(=O)C(O)=O)C(O)=O,SDVXSCSNVVZWDD-LURJTMIESA-N,212989.4426,882786.9193,1215629.426,2060915.779,1697635.646,1227913.388,1813709.201,5369838.093,4431671.263,349351.4148,1614714.324,3992973.948,2072238.859,2296319.794,1525214.872,5460877.758,1524938.577,283112.0001,5214829.152,968404.9989,403169.1072,1736881.976,23413728.09,69274.7863,618418.5339,1833232.387,1975123.968,961398.9759,1675974.674,4032902.465,2055095.074,1152920.951,1532809.132,2263961.478,2382256.845,1569035.995,1402502.693,765654.4373,2532031.189,2771123.573,3319843.431,671546.1864,5294165.2,688328.0155,2294789.362,23572072.56,2102100.538,2885708.733,1216311.767,2928709.707,2193783.643,5301048.018,1849508.501,1826013.246,1910450.252,6139527.402,0.72693
Com_1309_neg,2-Hydroxydesmethyltrimipramine,_,N,C19H24N2O,296.18886,295.18174,0.60653,[M-H]-,6.639,_,3,C18,Organoheterocyclic compounds,有机杂环化合物,Benzazepines,苯并氮卓类,Dibenzazepines,二苯并氮卓类,-,HMDB0245153,Organoheterocyclic compounds,Benzazepines,Dibenzazepines,_,_,_,_,_,_,_,53462006,CNCC(C)CN1C2=CC=CC=C2CCC2=C1C=CC(O)=C2,LITUUVIRCVGRTI-UHFFFAOYSA-N,1666290.234,2322109.31,739311.222,2539527.178,4030509.034,3138372.816,3746238.047,5248367.388,3524287.306,5062435.165,7460770.624,5591224.016,13151166.99,3386917.736,1234169.159,1854367.591,2567489.738,4427796.275,2223895.067,3513134.106,2081070.187,16026513.95,5404061.244,5615946.79,2786319.655,1891120.312,7034693.586,3184017.285,1951417.598,2641717.111,4428270.963,812449.5361,6184338.48,2282357.632,1205513.605,2573640.396,2563807.418,4163284.766,2285070.237,10433848.43,5943715.848,967413.9054,8300243.558,1818029.656,792175.0715,3416383.799,2574480.403,4545598.006,2406019.966,5105553.758,4436984.582,5810770.225,3248214.258,2914428.435,4392856.768,3574485.082,0.39747
Com_868_neg,Glycyl-Lysine,甘氨酰赖氨酸,N,C8H17N3O3,203.12699,202.11986,0.84501,[M-H]-,1.258,_,3,C18,Organic acids and derivatives,有机酸及其衍生物,Carboxylic acids and derivatives,羧酸及其衍生物,"Amino acids, peptides, and analogues",氨基酸、肽和类似物,-,HMDB0028846,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",_,_,_,_,_,_,_,306144,NCCCCC(NC(=O)CN)C(O)=O,IKAIKUBBJHFNBZ-UHFFFAOYSA-N,5900376.465,2300592.464,6013429.378,2688246.718,3749129.026,3321854.017,12929833.04,8454049.639,6087546.99,235251.3863,2745165.913,3240944.339,3805130.735,3901602.362,6536013.904,3745676.907,2579729.941,2173088.678,2439501.486,3393199.614,2192968.727,355866.5423,2231633.283,241699.503,3119836.269,929397.0932,1930019.831,1053353.53,210851.2673,723685.1791,1676289.046,2012900.877,2183120.15,2619545.059,1008112.252,2780156.275,1722326.573,2149491.527,1993133.705,343577.2759,1565457.725,839566.8393,4805224.518,3753621.34,3482654.989,2909733.863,7100536.593,1894114.579,3995604.678,5615465.218,3790207.088,1809144.859,1327857.195,2046687.276,1435592.274,3990980.98,0.013154
Com_2420_neg,"PA(2:0/22:6(5Z,8E,10Z,13Z,15E,19Z)-2OH(7S, 17S))","甘油磷酸甘油酯(2:0/22:6(5Z,8E,10Z,13Z,15E,19Z)-2OH(7S, 17S))",N,C27H41O10P,556.24374,555.23991,6.24688,[M-H]-,6.911,_,3,C18,_,_,_,_,_,_,-,HMDB0266553,_,_,_,_,_,_,_,_,_,_,_,[H][C@@](COC(C)=O)(COP(O)(O)=O)OC(=O)CCC\C=C/[C@@H](O)\C=C\C=C/C\C=C/C=C/[C@@H](O)C\C=C/CC,NXZHTZNJXROOPG-ZSHVWQJWSA-N,82857.10658,49857.80644,277544.2301,473764.6501,79394.85392,574145.0451,2360237.15,527682.3373,729327.0877,2032381.771,451245.6797,453274.152,1084233.14,1701097.315,413402.4263,304102.9268,118286.8269,255529.778,222480.5434,730145.4098,333626.06,240904.3688,584697.1263,1323433.033,363761.3688,1418915.391,877242.3207,1671879.279,778265.7159,872868.1527,717872.7348,863856.5099,1044468.144,1051484.927,921553.6738,548363.9279,409769.5839,608539.0056,677412.2715,197784.5167,325877.1446,561492.7297,527687.329,330817.2091,89239.25176,836006.4393,1406397.87,503421.3163,256260.6154,1092358.03,646108.7355,572547.7569,997155.3713,857933.3196,463479.2087,615594.9025,0.0093371
Com_810_neg,Alanylserine,(S)-2-((S)-2-氨基丙酰胺基)-3-羟基丙酸,N,C6H12N2O4,176.07971,175.07248,0.41332,[M-H]-,1.359,_,3,C18,Organic acids and derivatives,有机酸及其衍生物,Carboxylic acids and derivatives,羧酸及其衍生物,"Amino acids, peptides, and analogues",氨基酸、肽和类似物,3303-41-1,HMDB0028696,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",_,_,_,_,_,_,_,1549432,C[C@H](N)C(=O)N[C@@H](CO)C(O)=O,IPWKGIFRRBGCJO-IMJSIDKUSA-N,1867904.155,2222906.865,2338234.495,1313484.397,1283506.1,1939219.221,6195578.225,3502586.482,1316429.265,91546.10948,598319.9445,796032.009,2717718.875,3479405.341,3731578.827,1015973.921,1226359.689,585738.3672,1348872.266,1314861.265,1694210.971,621887.0612,744483.5961,389981.6674,1941353.98,1402356.933,1453755.839,1024833.32,1054027.589,748189.5632,938989.3298,1062351.496,1210839.397,677201.8185,1362552.702,374651.3107,1428875.513,1988999.318,788805.5139,657421.7137,306638.0284,389601.2925,1769664.31,861108.9738,1007752.347,1119877.057,2803216.892,2688073.775,1827542.539,2083415.339,2126129.17,1019049.471,1270752.871,937764.3425,926723.5633,1708282.226,0.30677
Com_2918_neg,"CDP-DG(20:4(5Z,8Z,11Z,13E)+=O(15)/16:1(9Z))","CDP-二酰基甘油(20:4(5Z,8Z,11Z,13E)+=O(15)/16:1(9Z))",N,C48H77N3O16P2,1013.47791,1012.46837,2.21204,[M-H]-,5.467,_,3,C18,_,_,_,_,_,_,-,HMDB0290916,_,_,_,_,_,_,_,_,_,_,_,[H][C@@](COC(=O)CCC\C=C/C\C=C/C\C=C/C=C/C(=O)CCCCC)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(N)=NC1=O)OC(=O)CCCCCCC\C=C/CCCCCC,SJDIQMQIPSEUIV-QUUGNXHISA-N,754256.7409,242118.2446,571167.1803,84777.62441,103187.9658,523838.2773,296548.4318,662936.624,5365902.392,1061170.467,219487.184,182636.7494,4067057.189,128691.67,305224.6654,617577.8296,639917.8365,138857.0901,6355200.851,1202624.248,800404.8989,2515496.979,177571.3635,818543.7272,3211075.383,1385933.515,478461.0425,129368.0225,928929.8548,390809.5707,256929.4502,886860.2856,3717412.766,197046.5804,419408.5438,421164.7213,5896664.642,2836718.422,1392175.12,149641.7096,309637.773,257397.0921,540405.3189,778144.9534,1036340.199,270495.5054,241569.2443,310964.0632,379891.0056,1298113.641,982887.7134,1978307.011,1087429.565,983137.0579,1807039.126,529653.214,0.57805
Com_1431_neg,isorhamnetin 3-rutinoside-7-glucoside,异鼠李素3-芸香糖苷-7-葡萄糖苷,N,C14H16O8,312.08452,311.0776,1.23681,[M-H]-,5.064,_,3,C18,Phenylpropanoids and polyketides,苯丙素类和聚酮类,Cinnamic acids and derivatives,肉桂酸及其衍生物,Hydroxycinnamic acids and derivatives,羟基肉桂酸及其衍生物,-,HMDB0304580,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Hydroxycinnamic acids and derivatives,_,_,_,LMPK12112355,Polyketides [PK],Flavonoids [PK12],Flavones and Flavonols [PK1211],11023363,O[C@@H]1CO[C@@H](OC(=O)\C=C\C2=CC(O)=C(O)C=C2)[C@H](O)[C@H]1O,PSYRONNZYLYIOG-RBBVTJSLSA-N,1547860.266,2717801.691,88719.10294,683876.0892,609452.5483,51933.10184,2062105.568,38017.58861,388454.2175,19481.22888,288305.0768,37184.31974,3409227.975,1127931.391,3323390.561,1631672.353,3869842.27,680036.9106,358537.4921,342956.0563,894354.1749,918054.3014,1991582.427,42784.84984,238102.5168,301647.9883,50117.2633,127985.6952,401273.8723,2048101.02,6637886.955,6075081.264,6664413.4,1979119.671,4941269.143,2272532.597,587505.8349,43395073.39,4430221.856,392986.0747,172967.4058,309151.8185,28883.94741,704163.1578,1451758.432,196637.9723,839046.5335,840924.9287,949940.4666,472257.9999,2340350.243,758044.8835,527871.3926,4761717.172,8214651.064,676902.4953,0.0035422
Com_2905_neg,PS(14:1(9Z)/LTE4),磷脂酰丝氨酸(14:1(9Z)/LTE4),N,C43H73N2O13PS,888.4571,887.44942,0.42877,[M-H]-,5.45,_,3,C18,_,_,_,_,_,_,-,HMDB0280936,_,_,_,_,_,_,_,_,_,_,_,CCCCC\C=C/C\C=C/C=C/C=C/[C@@H](SC[C@H](N)C(=O)O[C@H](COC(=O)CCCCCCC\C=C/CCCC)COP(O)(=O)OC[C@H](N)C(O)=O)[C@@H](O)CCCC(O)=O,IFQDAIQOWRHBPF-OGMOZETOSA-N,1479547.303,427331.4162,169052.3463,1090568.181,2518682.54,7561127.372,2587068.725,4635129.675,2495452.366,53994.94016,336924.1019,2353697.571,857766.7901,388546.6383,390285.9907,5349810.821,1775183.259,3952551.287,3770698.061,301454.4641,111426.6632,637218.8744,3086020.751,124760.4933,4881482.375,5143579.993,4523860.268,5206439.804,1826594.343,12124866.66,3070355.543,2197114.642,5384849.913,22351164.6,5118867.495,1453174.649,938306.7821,5686529.035,194095.9899,1430512.419,392105.7051,155763.3481,2498496.461,8724117.439,2009045.407,9524128.804,305668.405,15895912.23,2207718.193,2077044.563,2119024.131,1338596.551,5617803.907,6595921.141,1466218.88,6492894.791,0.028744
Com_1658_neg,Dihydroconiferin,_,N,C16H24O8,344.14712,343.13995,0.38291,[M-H]-,5.79,_,3,C18,Organic oxygen compounds,有机氧化合物,Organooxygen compounds,有机氧化合物,Carbohydrates and carbohydrate conjugates,碳水化合物和碳水化合物结合物,17609-06-2,HMDB0041509,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,_,_,_,_,_,_,_,14427335,COC1=C(OC2OC(CO)C(O)C(O)C2O)C=CC(CCCO)=C1,QFYFLJZBZITPGX-UHFFFAOYSA-N,10734096.88,2260868.472,921564.7741,1313391.351,51645436.38,11133319.95,19450007.21,362076.135,1964659.098,273926955.2,192792733.4,12504952.18,7778525.642,1017713.7,906202.0338,4000843.755,3136471.684,2961864.276,619024.0062,1761124.515,1758371.826,1776886.853,2117472.686,26930161.7,3182360.718,933098.37,1109249.075,6844594.584,911855.0921,720419.8036,1855314.704,1731741.153,4516208.755,2620913.725,1878751.855,3045704.544,10988343.07,3907376.349,2352613.691,77788681,4754481.25,66739620.1,888740.1905,34706202.69,3084274.136,2197397.392,5209494.893,846186.8236,13001446.3,83500230.54,3300270.182,5827173.597,2283596.274,2608105.789,27755185.91,7822049.355,0.097822
Com_2393_neg,1-Nonadecanoyl-glycero-3-phosphoserine,_,N,C25H50NO9P,539.32232,538.31495,0.12114,[M-H]-,10.676,_,3,C18,Lipids and lipid-like molecules,脂质和类脂分子,Glycerophospholipids,甘油磷脂,Glycerophosphoserines,甘油磷酸丝氨酸,-,HMDB0243972,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoserines,_,_,_,LMGP03050028,Glycerophospholipids [GP],Glycerophosphoserines [GP03],Monoacylglycerophosphoserines [GP0305],75959204,CCCCCCCCCCCCCCCCCCC(=O)OCC(O)COP(O)(=O)OCC(N)C(O)=O,QZTQWDNDCFZUCX-UHFFFAOYSA-N,2291639.753,1124492.935,836850.8784,1275352.859,922927.638,1446718.169,2826456.492,2249115.25,3871806.931,2271328.879,1734067.042,4096441.19,783385.8102,65791.76464,2698674.72,1725581.64,540874.2776,14775066.43,4896745.325,1907430.13,1727666.345,5613912.332,2754419.363,255944.0934,3634446.813,4595733.981,3171326.436,6337742,6186677.961,6080533.83,4355381.3,3279655.599,2912975.754,6553470.178,6303368.553,13390130.23,4425124.815,2458222.734,2559762.137,1358264.929,3034588.166,1373046.326,8313708.058,1290010.18,20667437.26,8486301.971,43775073.24,2187271.132,1316330.372,2841535.964,3431562.441,2859352.931,5001076.837,6132496.936,2534834.851,14119966.97,0.0084094
Com_2401_neg,"LysoPC(20:4(8Z,11Z,14Z,17Z)/0:0)","溶血磷脂酰胆碱 (20:4 (8Z,11Z,14Z,17Z)/0:0)",N,C28H50NO7P,543.33249,542.3198,9.94145,[M-H]-,5.719,_,3,C18,Lipids and lipid-like molecules,脂质和类脂分子,Glycerophospholipids,甘油磷脂,Glycerophosphocholines,甘油磷酸胆碱,-,HMDB0010396,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,1-Acyl-sn-glycero-3-phosphocholine; 1-Acyl-sn-glycerol-3-phosphocholine; alpha-Acylglycerophosphocholine; 2-Lysolecithin; 2-Lysophosphatidylcholine; 1-Acylglycerophosphocholine,C04230,map00564;map05231,LMGP01050140,Glycerophospholipids [GP],Glycerophosphocholines [GP01],Monoacylglycerophosphocholines [GP0105],53480469,CC\C=C/C\C=C/C\C=C/C\C=C/CCCCCCC(=O)OC[C@](O)([H])COP([O-])(=O)OCC[N+](C)(C)C,GOMVPVRDBLLHQC-VEJNOCSESA-N,9679526.395,8373184.246,3073246.351,7606246.691,5603217.997,6308897.001,22958203.96,24036765.56,17450270.56,433847.8887,3712900.483,5309482.813,12902799.44,14561407.54,18473789.95,8940385.631,3842452.547,2123480.261,11694287.06,12671825.67,13386507.07,7852829.78,6450421.912,59296.91601,8216125.505,6514510.278,21743071.87,7869570.11,8604781.931,8550225.579,16340251.96,10178942.33,9519728.748,11259517.72,4910743.712,3010226.333,14298866.23,16111127.79,10851436.07,1170751.892,5931623.12,2198327.641,14251236.84,14580041.94,5917622.57,7809891.589,10926540.75,5946604.758,6774053.114,12316911.88,10140719.23,8685861.4,10249714.21,9203235.133,8427022.125,9905323.075,0.92546
Com_2635_neg,"PA(18:2(10E,12Z)+=O(9)/P-16:0)","甘油磷酸甘油酯(18:2(10E,12Z)+=O(9)/P-16:0)",N,C37H67O8P,670.45736,669.45641,9.49047,[M-H]-,6.023,_,3,C18,_,_,_,_,_,_,-,HMDB0266742,_,_,_,_,_,_,_,_,_,_,_,[H][C@@](COC(=O)CCCCCCCC(=O)\C=C\C=C/CCCCC)(COP(O)(O)=O)O\C=C\CCCCCCCCCCCCCC,SFASIAAMQVPAPX-NMDSUBHKSA-N,1683265.384,996902.4507,1306126.633,1551662.587,860541.442,2593544.591,2994430.86,5221518.558,3035406.943,3755695.41,407235.574,868416.6044,5698092.217,8349401.066,14259183.49,1437678.99,468333.7538,1041660.643,2962711.468,1461813.917,1864168.166,51816.01498,124879.523,1669851.215,826668.5929,1024531.737,542268.0786,695355.7605,596002.3643,855803.6217,1395743.255,2092137.469,1767889.777,225237.6303,179849.2157,869251.0787,1253508.185,1245009.082,1302964.294,992072.1001,174000.8807,286353.7701,2525527.616,51287.74751,30243375.65,859824.3146,1291314.302,515887.5949,1498673.848,2713783.992,5209058.361,1355873.384,756771.6925,1088351.404,875651.3855,5914536.205,0.33884
Com_1441_neg,"1,2,3,4-Tetrahydro-1-phenyl-4-(1-phenylethyl)naphthalene","1,2,3,4-四氢-1-苯基-4-(1-苯乙基)萘",N,C24H24,312.1878,311.17944,3.40786,[M-H]-,8.029,_,3,C18,Benzenoids,苯类化合物,Tetralins,四氢化萘,_,_,26681-79-8,HMDB0040520,Benzenoids,Tetralins,_,_,_,_,_,_,_,_,12865558,CC(C1CCC(C2=CC=CC=C2)C2=CC=CC=C12)C1=CC=CC=C1,GJJWHYDGEZUFOW-UHFFFAOYSA-N,5460067.26,968451.8616,710678.8196,1464515.251,1618708.473,5550873.384,1540396.798,579973.5206,783598.4909,2635367.248,1144149.244,1238112.583,746129.0155,614959.4184,774749.843,1364499.969,2480775.624,572166.3368,980912.8496,1515237.355,1664463.697,1192749.442,7639708.027,3015309.62,1465568.615,649718.1724,674780.2255,1159920.929,1118467.628,725858.0631,1217664.086,781269.1677,1269009.526,824345.315,994760.3552,684894.5615,1052153.84,1249781.932,932319.885,986948.8089,513962.692,476791.4235,603396.8028,1024878.162,976646.1048,892569.8294,995174.5113,611935.2213,2628882.508,1320266.314,1092213.368,2668063.499,965718.9389,961990.502,868659.7636,850766.7719,0.020131
